Time,CF_ID,X,Y,Z
0.0,1,-1.0,0.0,1.2999992370605469
0.09999999999999964,1,-1.0,0.0,1.2999992370605469
0.1999999999999993,1,-1.0,0.0,1.2999992370605469
0.29999999999999893,1,-1.0,0.0,1.2999992370605469
0.3999999999999986,1,-1.0,0.0,1.2999992370605469
0.4999999999999982,1,-1.0,0.0,1.2999992370605469
0.5999999999999979,1,-1.0,0.0,1.2999992370605469
0.6999999999999975,1,-1.0,0.0,1.2999992370605469
0.7999999999999972,1,-1.0,0.0,1.2999992370605469
0.8999999999999968,1,-1.0,0.0,1.2999992370605469
0.9999999999999964,1,-1.0,0.0,1.2999992370605469
1.099999999999996,1,-1.0,0.0,1.2999992370605469
1.1999999999999957,1,-1.0,0.0,1.2999992370605469
1.2999999999999954,1,-1.0,0.0,1.2999992370605469
1.399999999999995,1,-1.0,0.0,1.2999992370605469
1.4999999999999947,1,-1.0,0.0,1.2999992370605469
1.5999999999999943,1,-1.0,0.0,1.2999992370605469
1.699999999999994,1,-1.0,0.0,1.2999992370605469
1.7999999999999936,1,-1.0,0.0,1.2999992370605469
1.8999999999999932,1,-1.0,0.0,1.2999992370605469
1.999999999999993,1,-1.0,0.0,1.2999992370605469
0.0,1,-0.7499998807907104,0.25000008940696716,0.6499994993209839
0.09999999999999964,1,-0.7390668988227844,0.2609331011772156,0.6215737462043762
0.1999999999999993,1,-0.7281599044799805,0.27184009552001953,0.5932155847549438
0.29999999999999893,1,-0.7173054218292236,0.28269457817077637,0.5649936199188232
0.3999999999999986,1,-0.7065290212631226,0.29347100853919983,0.5369749665260315
0.4999999999999982,1,-0.695855975151062,0.3041440546512604,0.509225606918335
0.5999999999999979,1,-0.6853117942810059,0.31468817591667175,0.48181086778640747
0.6999999999999975,1,-0.6749204397201538,0.3250795900821686,0.4547932744026184
0.7999999999999972,1,-0.664705753326416,0.3352942168712616,0.4282348155975342
0.8999999999999968,1,-0.6546902060508728,0.3453097939491272,0.40219444036483765
0.9999999999999964,1,-0.6448960304260254,0.355103999376297,0.37672942876815796
1.0999999999999979,1,-0.6353433132171631,0.3646566867828369,0.35189276933670044
1.1999999999999993,1,-0.6260522603988647,0.37394773960113525,0.3277357220649719
1.3000000000000007,1,-0.6170405745506287,0.38295942544937134,0.3043060302734375
1.4000000000000021,1,-0.608325719833374,0.39167430996894836,0.2816479206085205
1.5000000000000036,1,-0.5999226570129395,0.40007731318473816,0.2597990036010742
1.600000000000005,1,-0.5918456315994263,0.4081543982028961,0.2387981414794922
1.7000000000000064,1,-0.5841068029403687,0.41589316725730896,0.2186793088912964
1.8000000000000078,1,-0.5767168998718262,0.42328307032585144,0.19946527481079102
1.9000000000000092,1,-0.5696848630905151,0.4303151071071625,0.1811809539794922
0.0,1,-0.563017725944519,0.43698224425315857,0.03999991714954376
0.10000000000000142,1,nan,nan,nan
0.20000000000000284,1,nan,nan,nan
0.30000000000000426,1,nan,nan,nan
0.4000000000000057,1,nan,nan,nan
0.5000000000000071,1,nan,nan,nan
0.6000000000000085,1,nan,nan,nan
0.70000000000001,1,nan,nan,nan
0.8000000000000114,1,nan,nan,nan
0.9000000000000128,1,nan,nan,nan
1.0000000000000142,1,nan,nan,nan
1.1000000000000156,1,nan,nan,nan
1.200000000000017,1,nan,nan,nan
1.3000000000000185,1,nan,nan,nan
1.40000000000002,1,nan,nan,nan
1.5000000000000213,1,nan,nan,nan
1.6000000000000227,1,nan,nan,nan
1.7000000000000242,1,nan,nan,nan
1.8000000000000256,1,nan,nan,nan
1.900000000000027,1,nan,nan,nan
